Kind,Name,AvgCyclomatic,MaxCyclomatic,AvgCountLineCode,CountLineCode,RatioCommentToCode,CountLineComment,CountDeclClass,CountDeclMethod,CountLineCodeExe,MaxNesting
Public Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingBoundedReadOverrideFactory.getReplacementTransform",,,,6,0.00,0,,,2,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingBoundedReadOverrideFactory.mapOutputs",,,,5,0.00,0,,,1,0
Public Static Generic Class,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPCollectionViewWriterFn",1,1,4,24,0.17,4,,5,8,0
Private Constructor,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPCollectionViewWriterFn.StreamingPCollectionViewWriterFn",,,,4,0.00,0,,,2,0
Generic Parameter,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPCollectionViewWriterFn.T",0,0,0,,,,,0,,0
Public Static Generic Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPCollectionViewWriterFn.create",,,,4,0.00,0,,,1,0
Generic Parameter,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPCollectionViewWriterFn.create.T",0,0,0,,,,,0,,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPCollectionViewWriterFn.getDataCoder",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPCollectionViewWriterFn.getView",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPCollectionViewWriterFn.processElement",,,,6,0.00,0,,,3,0
Private Static Class,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPubsubIORead",1,2,5,27,0.15,4,,4,10,0
Public Constructor,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPubsubIORead.StreamingPubsubIORead",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPubsubIORead.expand",,,,9,0.00,0,,,5,0
Protected Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPubsubIORead.getKindString",,,,4,0.00,0,,,1,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPubsubIORead.getOverriddenTransform",,,,3,0.00,0,,,1,0
Private Static Class,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPubsubIOReadOverrideFactory",1,1,6,15,0.00,0,,2,3,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPubsubIOReadOverrideFactory.getReplacementTransform",,,,6,0.00,0,,,2,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPubsubIOReadOverrideFactory.mapOutputs",,,,5,0.00,0,,,1,0
Private Static Class,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPubsubIOReadTranslator",1,1,10,13,0.08,1,,1,6,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPubsubIOReadTranslator.translate",,,,10,0.00,0,,,6,0
Static Class,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPubsubIOWrite",1,1,4,22,0.23,5,,4,7,0
Public Constructor,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPubsubIOWrite.StreamingPubsubIOWrite",,,,3,0.33,1,,,1,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPubsubIOWrite.expand",,,,4,0.00,0,,,1,0
Protected Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPubsubIOWrite.getKindString",,,,4,0.00,0,,,1,0
Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPubsubIOWrite.getOverriddenTransform",,,,3,0.00,0,,,1,0
Private Static Class,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPubsubIOWriteOverrideFactory",1,1,5,19,0.00,0,,3,5,0
Private Constructor,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPubsubIOWriteOverrideFactory.StreamingPubsubIOWriteOverrideFactory",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPubsubIOWriteOverrideFactory.getReplacementTransform",,,,7,0.00,0,,,3,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPubsubIOWriteOverrideFactory.mapOutputs",,,,5,0.00,0,,,1,0
Private Static Class,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPubsubSinkTranslators",5,5,32,47,0.04,2,,1,29,2
Static Class,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPubsubSinkTranslators.StreamingPubsubIOWriteTranslator",1,1,10,13,0.08,1,,1,6,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPubsubSinkTranslators.StreamingPubsubIOWriteTranslator.translate",,,,10,0.00,0,,,6,0
Private Static Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingPubsubSinkTranslators.translate",,,,32,0.03,1,,,23,2
Static Generic Class,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingShardedWriteFactory",3,6,15,54,0.15,8,,3,24,2
Generic Parameter,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingShardedWriteFactory.DestinationT",0,0,0,,,,,0,,0
Generic Parameter,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingShardedWriteFactory.OutputT",0,0,0,,,,,0,,0
Constructor,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingShardedWriteFactory.StreamingShardedWriteFactory",,,,3,0.00,0,,,1,0
Generic Parameter,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingShardedWriteFactory.UserT",0,0,0,,,,,0,,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingShardedWriteFactory.getReplacementTransform",,,,37,0.16,6,,,21,2
Public Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingShardedWriteFactory.mapOutputs",,,,5,0.00,0,,,1,0
Private Static Generic Class,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingUnboundedRead",1,2,6,53,0.21,11,,3,19,1
Private Static Generic Class,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingUnboundedRead.ReadWithIds",1,1,5,22,0.18,4,,4,8,0
Private Constructor,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingUnboundedRead.ReadWithIds.ReadWithIds",,,,3,0.00,0,,,1,0
Generic Parameter,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingUnboundedRead.ReadWithIds.T",0,0,0,,,,,0,,0
Public Final Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingUnboundedRead.ReadWithIds.expand",,,,8,0.00,0,,,5,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingUnboundedRead.ReadWithIds.getSource",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingUnboundedRead.ReadWithIds.populateDisplayData",,,,4,0.00,0,,,1,0
Private Static Class,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingUnboundedRead.ReadWithIdsTranslator",1,1,5,7,0.00,0,,1,1,0
Public Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingUnboundedRead.ReadWithIdsTranslator.translate",,,,5,0.00,0,,,1,0
Public Constructor,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingUnboundedRead.StreamingUnboundedRead",,,,3,0.00,0,,,1,0
Generic Parameter,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingUnboundedRead.T",0,0,0,,,,,0,,0
Public Final Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingUnboundedRead.expand",,,,10,0.00,0,,,6,1
Public Method,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingUnboundedRead.getKindString",,,,4,0.00,0,,,1,0
Private Static Generic Class,"org.apache.beam.runners.dataflow.DataflowRunner.StreamingUnboundedReadOverrideFactory",1,1,6,14,0.00,0,,2,3,0
