Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.MustSplitSource.getEstimatedSizeBytes",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.MustSplitSource.getOutputCoder",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Public Static Generic Method,"org.apache.beam.runners.direct.DirectRunnerTest.MustSplitSource.of",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Generic Parameter,"org.apache.beam.runners.direct.DirectRunnerTest.MustSplitSource.of.T",0,0,0,0,0,,,,,1,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.MustSplitSource.split",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,0,8,3,4,1,4,2,3,1,2,1,,,0,,,0.13,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.MustSplitSource.validate",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Private Static Generic Class,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue",4,0,4,0,1,,,,,2,13,13,0,,1,1,,,,7,3,8,8,7,1,0,0,,152,30,120,33,60,2,,39,69,36,36,,1,1,0,75,67,0.02,8
Constructor,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.StaticQueue",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,6,1,4,0,5,3,4,1,3,1,,,0,,,0.00,1
Static Generic Class,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.StaticQueueSource",16,2,14,0,1,,,,,1,11,11,0,,0,0,,,,5,1,5,5,1,0,0,4,,101,19,80,19,42,2,,23,43,22,22,,1,2,0,60,60,0.03,5
Static Generic Class,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.StaticQueueSource.Checkpoint",4,0,3,1,1,,,,,3,2,2,0,,0,0,,,,2,1,2,2,1,0,0,1,,13,3,9,5,1,1,,2,5,4,1,,1,1,0,50,50,0.11,2
Constructor,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.StaticQueueSource.Checkpoint.Checkpoint",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Generic Parameter,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.StaticQueueSource.Checkpoint.T",0,0,0,0,0,,,,,1,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.StaticQueueSource.Checkpoint.finalizeCheckpoint",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,2,0,1,0,0,1,1,0,1,,,0,,,0.33,1
Constructor,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.StaticQueueSource.StaticQueueSource",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Generic Parameter,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.StaticQueueSource.T",0,0,0,0,0,,,,,1,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.StaticQueueSource.createReader",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,61,9,51,3,37,1,1,16,28,12,17,1,,,0,,,0.02,1
Anonymous Class,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.StaticQueueSource.createReader.(Anon_21)",6,0,6,0,1,,,,,1,12,12,0,,0,0,,,,8,2,8,8,0,0,0,8,,57,9,47,1,36,1,,15,26,11,16,,3,2,2,69,50,0.02,11
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.StaticQueueSource.createReader.(Anon_21).advance",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14,0,14,1,11,0,6,6,9,2,8,3,,,2,,,0.00,3
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.StaticQueueSource.createReader.(Anon_21).close",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,0,2,1,0,0,1,1,0,1,,,0,,,0.33,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.StaticQueueSource.createReader.(Anon_21).getCheckpointMark",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,0,3,0,2,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.StaticQueueSource.createReader.(Anon_21).getCurrent",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,0,3,0,1,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.StaticQueueSource.createReader.(Anon_21).getCurrentSource",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,0,3,0,1,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.StaticQueueSource.createReader.(Anon_21).getCurrentTimestamp",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,0,3,0,2,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.StaticQueueSource.createReader.(Anon_21).getWatermark",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,0,7,0,5,0,1,2,4,1,3,2,,,1,,,0.00,2
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.StaticQueueSource.createReader.(Anon_21).start",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,0,3,0,2,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.StaticQueueSource.getCheckpointMarkCoder",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,3,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.StaticQueueSource.getOutputCoder",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.StaticQueueSource.split",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,3,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Generic Parameter,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.T",0,0,0,0,0,,,,,1,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Method,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.add",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,4,1,2,0,3,2,3,1,2,1,,,0,,,0.00,1
Method,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.asSource",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Static Generic Method,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.of",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Generic Parameter,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.of.T",0,0,0,0,0,,,,,1,0,0,0,,0,0,,,,0,0,0,,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,,0
Method,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.read",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,8,1,5,0,1,2,4,2,2,1,,,0,,,0.00,1
Anonymous Class,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.read.(Anon_22)",4,0,4,0,1,,,,,1,5,5,0,,0,0,,,,1,0,1,1,0,0,0,1,,5,0,5,0,4,0,,1,2,1,1,,1,2,0,0,0,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.read.(Anon_22).expand",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,0,3,0,4,1,2,1,1,1,,,0,,,0.00,1
Private Method,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.readResolve",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Method,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.take",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Method,"org.apache.beam.runners.direct.DirectRunnerTest.StaticQueue.terminate",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Public Interface,"org.apache.beam.runners.direct.DirectRunnerTest.TestSerializationOfOptions",0,0,0,0,0,,,,,1,3,3,0,,0,0,,,,4,0,4,4,4,0,0,0,,11,3,8,7,0,0,,4,5,5,0,,0,2,0,0,0,0.00,0
Abstract Method,"org.apache.beam.runners.direct.DirectRunnerTest.TestSerializationOfOptions.getFoo",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.runners.direct.DirectRunnerTest.TestSerializationOfOptions.getIgnoredField",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,3,0,0,1,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.runners.direct.DirectRunnerTest.TestSerializationOfOptions.setFoo",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,1,1,1,0,0,,,0,,,0.00,0
Abstract Method,"org.apache.beam.runners.direct.DirectRunnerTest.TestSerializationOfOptions.setIgnoredField",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,1,1,1,0,0,,,0,,,0.00,0
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.byteArrayCountShouldSucceed",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48,2,46,16,34,0,14,16,20,11,17,1,,,1,,,0.00,3
Anonymous Class,"org.apache.beam.runners.direct.DirectRunnerTest.byteArrayCountShouldSucceed.(Anon_6)",0,0,0,0,0,,,,,1,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,2,0,0,0,0.00,0
Anonymous Class,"org.apache.beam.runners.direct.DirectRunnerTest.byteArrayCountShouldSucceed.(Anon_7)",11,0,11,0,2,,,,,1,5,5,0,,0,0,,,,1,0,1,1,0,0,0,1,,12,0,12,0,10,0,,3,5,1,4,,2,2,1,0,0,0.00,2
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.byteArrayCountShouldSucceed.(Anon_7).apply",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,0,11,0,9,0,6,3,5,1,4,2,,,1,,,0.00,2
Lambda Method,"org.apache.beam.runners.direct.DirectRunnerTest.byteArrayCountShouldSucceed.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,8,0,6,0,4,3,4,0,4,2,,,0,,,0.00,2
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.defaultRunnerLoaded",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,7,2,4,0,4,1,2,1,1,1,,,0,,,0.00,1
Private Method,"org.apache.beam.runners.direct.DirectRunnerTest.getPipeline",,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Private Method,"org.apache.beam.runners.direct.DirectRunnerTest.getPipeline",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,6,2,4,0,6,4,5,2,4,1,,,0,,,0.00,1
Private Method,"org.apache.beam.runners.direct.DirectRunnerTest.outputStartTo",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,0,17,1,14,0,1,5,7,2,5,1,,,0,,,0.00,1
Anonymous Class,"org.apache.beam.runners.direct.DirectRunnerTest.outputStartTo.(Anon_20)",13,0,13,0,1,,,,,1,8,8,0,,0,0,,,,1,0,1,1,0,0,0,1,,14,0,14,0,13,0,,4,5,1,4,,1,2,0,0,0,0.00,2
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.outputStartTo.(Anon_20).expand",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,0,13,0,12,0,8,4,5,1,4,1,,,0,,,0.00,2
Lambda Method,"org.apache.beam.runners.direct.DirectRunnerTest.outputStartTo.(Anon_20).expand.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,0,3,0,2,2,2,0,2,1,,,0,,,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.reusePipelineSucceeds",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45,6,39,9,31,0,14,14,18,9,14,1,,,0,,,0.00,1
Anonymous Class,"org.apache.beam.runners.direct.DirectRunnerTest.reusePipelineSucceeds.(Anon_3)",4,0,4,0,1,,,,,1,2,2,0,,0,0,,,,1,0,1,1,0,0,0,1,,5,0,5,0,4,0,,1,2,1,1,,1,2,0,0,0,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.reusePipelineSucceeds.(Anon_3).apply",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,0,3,0,1,1,2,1,1,1,,,0,,,0.00,1
Anonymous Class,"org.apache.beam.runners.direct.DirectRunnerTest.reusePipelineSucceeds.(Anon_4)",4,0,4,0,1,,,,,1,3,3,0,,0,0,,,,1,0,1,1,0,0,0,1,,5,0,5,0,4,0,,1,2,1,1,,1,2,0,0,0,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.reusePipelineSucceeds.(Anon_4).apply",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,0,3,0,4,1,2,1,1,1,,,0,,,0.00,1
Anonymous Class,"org.apache.beam.runners.direct.DirectRunnerTest.reusePipelineSucceeds.(Anon_5)",4,0,4,0,1,,,,,1,3,3,0,,0,0,,,,1,0,1,1,0,0,0,1,,5,0,5,0,4,0,,1,2,1,1,,1,2,0,0,0,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.reusePipelineSucceeds.(Anon_5).updateChanged",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,0,3,0,1,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.splitsInputs",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,1,7,4,4,0,8,4,5,3,4,1,,,0,,,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.tearsDownFnsBeforeFinishing",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,34,2,29,6,23,3,11,12,16,7,13,1,,,0,,,0.10,1
Anonymous Class,"org.apache.beam.runners.direct.DirectRunnerTest.tearsDownFnsBeforeFinishing.(Anon_9)",8,0,6,2,2,,,,,1,6,6,0,,0,0,,,,2,0,2,2,0,0,0,2,,17,1,13,0,10,3,,3,6,2,4,,2,2,1,0,0,0.23,3
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.tearsDownFnsBeforeFinishing.(Anon_9).onElement",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,3,0,2,1,0,0,1,1,0,1,,,0,,,0.33,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.tearsDownFnsBeforeFinishing.(Anon_9).teardown",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,0,9,0,7,2,3,3,5,1,4,2,,,1,,,0.22,2
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.testFromOptionsIfIgnoredFieldsGettingDropped",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31,1,26,9,19,4,12,11,13,6,11,1,,,0,,,0.15,1
Anonymous Class,"org.apache.beam.runners.direct.DirectRunnerTest.testFromOptionsIfIgnoredFieldsGettingDropped.(Anon_19)",8,0,8,0,1,,,,,1,4,4,0,,0,0,,,,1,0,1,1,0,0,0,1,,9,0,9,2,7,0,,4,5,2,4,,1,2,0,0,0,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.testFromOptionsIfIgnoredFieldsGettingDropped.(Anon_19).processElement",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,8,2,6,0,8,4,5,2,4,1,,,0,,,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.testMutatingInputCoderDoFnError",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26,2,20,4,16,4,7,9,11,4,9,1,,,0,,,0.20,1
Anonymous Class,"org.apache.beam.runners.direct.DirectRunnerTest.testMutatingInputCoderDoFnError.(Anon_16)",6,0,6,0,1,,,,,1,2,2,0,,0,0,,,,1,0,1,1,0,0,0,1,,7,0,7,1,6,0,,3,4,2,3,,1,2,0,0,0,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.testMutatingInputCoderDoFnError.(Anon_16).processElement",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,1,5,0,2,3,4,2,3,1,,,0,,,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.testMutatingInputDoFnError",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,2,22,4,18,4,9,9,11,4,9,1,,,0,,,0.18,1
Anonymous Class,"org.apache.beam.runners.direct.DirectRunnerTest.testMutatingInputDoFnError.(Anon_15)",6,0,6,0,1,,,,,1,3,3,0,,0,0,,,,1,0,1,1,0,0,0,1,,7,0,7,1,6,0,,3,4,2,3,,1,2,0,0,0,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.testMutatingInputDoFnError.(Anon_15).processElement",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,1,5,0,3,3,4,2,3,1,,,0,,,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.testMutatingOutputCoderDoFnError",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27,2,21,4,17,4,7,10,12,4,9,1,,,0,,,0.19,1
Anonymous Class,"org.apache.beam.runners.direct.DirectRunnerTest.testMutatingOutputCoderDoFnError.(Anon_14)",7,0,7,0,1,,,,,1,2,2,0,,0,0,,,,1,0,1,1,0,0,0,1,,8,0,8,1,7,0,,4,5,2,3,,1,2,0,0,0,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.testMutatingOutputCoderDoFnError.(Anon_14).processElement",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,7,1,6,0,1,4,5,2,3,1,,,0,,,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.testMutatingOutputThenOutputDoFnError",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27,2,21,4,17,4,7,10,12,4,10,1,,,0,,,0.19,1
Anonymous Class,"org.apache.beam.runners.direct.DirectRunnerTest.testMutatingOutputThenOutputDoFnError.(Anon_11)",7,0,7,0,1,,,,,1,4,4,0,,0,0,,,,1,0,1,1,0,0,0,1,,8,0,8,1,7,0,,4,5,2,4,,1,2,0,0,0,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.testMutatingOutputThenOutputDoFnError.(Anon_11).processElement",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,7,1,6,0,3,4,5,2,4,1,,,0,,,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.testMutatingOutputThenTerminateDoFnError",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26,2,20,4,16,4,7,9,11,4,9,1,,,0,,,0.20,1
Anonymous Class,"org.apache.beam.runners.direct.DirectRunnerTest.testMutatingOutputThenTerminateDoFnError.(Anon_13)",6,0,6,0,1,,,,,1,4,4,0,,0,0,,,,1,0,1,1,0,0,0,1,,7,0,7,1,6,0,,3,4,2,3,,1,2,0,0,0,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.testMutatingOutputThenTerminateDoFnError.(Anon_13).processElement",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,1,5,0,3,3,4,2,3,1,,,0,,,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.testMutatingOutputWithEnforcementDisabledSucceeds",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27,2,21,5,17,4,9,10,12,5,10,1,,,0,,,0.19,1
Anonymous Class,"org.apache.beam.runners.direct.DirectRunnerTest.testMutatingOutputWithEnforcementDisabledSucceeds.(Anon_12)",7,0,7,0,1,,,,,1,4,4,0,,0,0,,,,1,0,1,1,0,0,0,1,,8,0,8,1,7,0,,4,5,2,4,,1,2,0,0,0,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.testMutatingOutputWithEnforcementDisabledSucceeds.(Anon_12).processElement",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,7,1,6,0,3,4,5,2,4,1,,,0,,,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.testNoBlockOnRunState",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,29,2,26,9,18,1,4,11,15,6,14,2,,,2,,,0.04,5
Lambda Method,"org.apache.beam.runners.direct.DirectRunnerTest.testNoBlockOnRunState.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,1,13,4,9,0,10,6,8,3,8,3,,,0,,,0.00,3
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.testTwoPOutputsInPipelineWithCascade",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,35,7,21,8,17,7,21,9,11,6,10,2,,,1,,,0.33,2
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.testUnencodableOutputElement",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27,1,26,5,20,0,9,8,11,5,8,1,,,0,,,0.00,1
Anonymous Class,"org.apache.beam.runners.direct.DirectRunnerTest.testUnencodableOutputElement.(Anon_17)",4,0,4,0,1,,,,,1,2,2,0,,0,0,,,,1,0,1,1,0,0,0,1,,5,0,5,0,4,0,,1,2,1,1,,1,2,0,0,0,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.testUnencodableOutputElement.(Anon_17).processElement",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,0,3,0,1,1,2,1,1,1,,,0,,,0.00,1
Anonymous Class,"org.apache.beam.runners.direct.DirectRunnerTest.testUnencodableOutputElement.(Anon_18)",4,0,4,0,1,,,,,1,2,2,0,,0,0,,,,1,0,1,1,0,0,0,1,,5,0,5,0,4,0,,1,2,1,1,,1,2,0,0,0,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.testUnencodableOutputElement.(Anon_18).unreachable",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,0,3,0,1,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.testUnencodableOutputFromBoundedRead",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,1,8,3,5,0,9,5,6,2,5,1,,,0,,,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.testUnencodableOutputFromUnboundedRead",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,1,7,3,4,0,6,4,5,2,4,1,,,0,,,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.testWaitUntilFinishTimeout",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24,0,20,5,16,4,14,10,12,5,10,1,,,0,,,0.20,1
Anonymous Class,"org.apache.beam.runners.direct.DirectRunnerTest.testWaitUntilFinishTimeout.(Anon_8)",5,0,4,1,1,,,,,1,4,4,0,,0,0,,,,1,0,1,1,0,0,0,1,,6,0,5,0,4,1,,1,2,1,1,,1,2,0,0,0,0.20,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.testWaitUntilFinishTimeout.(Anon_8).hang",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,4,0,3,1,1,1,2,1,1,1,,,0,,,0.25,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.transformDisplayDataExceptionShouldFail",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,3,17,5,11,0,11,7,10,5,7,1,,,0,,,0.00,1
Anonymous Class,"org.apache.beam.runners.direct.DirectRunnerTest.transformDisplayDataExceptionShouldFail.(Anon_10)",3,0,3,0,1,,,,,1,6,6,0,,0,0,,,,2,0,2,2,0,0,0,2,,8,1,7,0,6,0,,1,3,2,1,,1,2,0,0,0,0.00,2
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.transformDisplayDataExceptionShouldFail.(Anon_10).populateDisplayData",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,0,3,0,0,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.transformDisplayDataExceptionShouldFail.(Anon_10).processElement",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,0,2,0,0,0,1,1,0,1,,,0,,,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.wordCountShouldSucceed",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,3,27,8,20,0,10,8,11,7,8,1,,,0,,,0.00,1
Anonymous Class,"org.apache.beam.runners.direct.DirectRunnerTest.wordCountShouldSucceed.(Anon_1)",4,0,4,0,1,,,,,1,2,2,0,,0,0,,,,1,0,1,1,0,0,0,1,,5,0,5,0,4,0,,1,2,1,1,,1,2,0,0,0,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.wordCountShouldSucceed.(Anon_1).apply",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,0,3,0,1,1,2,1,1,1,,,0,,,0.00,1
Anonymous Class,"org.apache.beam.runners.direct.DirectRunnerTest.wordCountShouldSucceed.(Anon_2)",4,0,4,0,1,,,,,1,3,3,0,,0,0,,,,1,0,1,1,0,0,0,1,,5,0,5,0,4,0,,1,2,1,1,,1,2,0,0,0,0.00,1
Public Method,"org.apache.beam.runners.direct.DirectRunnerTest.wordCountShouldSucceed.(Anon_2).apply",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,0,3,0,4,1,2,1,1,1,,,0,,,0.00,1
