Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic
Private Static Class,"org.apache.beam.sdk.io.TextIOWriteTest.UserWriteDestination",6,0,6,0,1,,,,,2,6,6,0,,0,0,,,,2,1,2,2,1,0,0,1,,17,2,15,6,6,0,,3,6,4,2,,1,1,0,0,0,0.00,2
Constructor,"org.apache.beam.sdk.io.TextIOWriteTest.UserWriteDestination.UserWriteDestination",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.sdk.io.TextIOWriteTest.UserWriteDestination.apply",,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,0,8,2,5,0,4,1,2,1,1,1,,,0,,,0.00,1
Private Static Class,"org.apache.beam.sdk.io.TextIOWriteTest.UserWriteType",4,0,4,0,1,,,,,1,3,3,0,,0,0,,,,3,2,3,3,2,0,0,1,,20,3,17,8,5,0,,7,11,6,5,,1,1,0,0,0,0.00,3
Constructor,"org.apache.beam.sdk.io.TextIOWriteTest.UserWriteType.UserWriteType",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,3,2,3,1,2,1,,,0,,,0.00,1
Constructor,"org.apache.beam.sdk.io.TextIOWriteTest.UserWriteType.UserWriteType",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,1,2,0,3,2,3,1,2,1,,,0,,,0.00,1
Public Method,"org.apache.beam.sdk.io.TextIOWriteTest.UserWriteType.toString",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Public Static Class,"org.apache.beam.sdk.io.TextIOWriteTest.UserWriteTypeCoder",7,0,7,0,1,,,,,1,9,9,0,,0,0,,,,2,0,2,2,0,0,0,2,,18,2,16,10,7,0,,7,10,7,7,,1,2,0,0,0,0.00,2
Public Method,"org.apache.beam.sdk.io.TextIOWriteTest.UserWriteTypeCoder.decode",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,7,5,4,0,4,4,5,4,4,1,,,0,,,0.00,1
Public Method,"org.apache.beam.sdk.io.TextIOWriteTest.UserWriteTypeCoder.encode",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,0,7,4,3,0,2,3,4,2,3,1,,,0,,,0.00,1
Private Static Method,"org.apache.beam.sdk.io.TextIOWriteTest.assertOutputFiles",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,0,10,8,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Private Static Method,"org.apache.beam.sdk.io.TextIOWriteTest.assertOutputFiles",,,,,,,,,,,,,,,,,,,,,,,,,,,,12,55,5,50,22,33,0,26,20,30,16,25,7,,,2,,,0.00,7
Private Static Method,"org.apache.beam.sdk.io.TextIOWriteTest.haveProperHeaderAndFooter",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,8,3,5,0,1,3,4,2,3,1,,,0,,,0.00,2
Lambda Method,"org.apache.beam.sdk.io.TextIOWriteTest.haveProperHeaderAndFooter.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,5,1,4,0,4,2,2,1,2,1,,,0,,,0.00,1
Private Static Method,"org.apache.beam.sdk.io.TextIOWriteTest.readLinesFromFile",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,0,13,3,8,0,5,5,9,3,8,3,,,3,,,0.00,3
Private Static Method,"org.apache.beam.sdk.io.TextIOWriteTest.removeHeaderAndFooter",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,0,17,4,11,0,1,6,10,4,8,1,,,0,,,0.00,1
Anonymous Class,"org.apache.beam.sdk.io.TextIOWriteTest.removeHeaderAndFooter.(Anon_1)",12,0,12,0,3,,,,,1,6,6,0,,0,0,,,,1,0,1,1,0,0,0,1,,13,0,13,2,10,0,,5,8,3,7,,3,2,1,0,0,0.00,3
Public Method,"org.apache.beam.sdk.io.TextIOWriteTest.removeHeaderAndFooter.(Anon_1).apply",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,0,12,2,9,0,4,5,8,3,7,3,,,1,,,0.00,3
Private Method,"org.apache.beam.sdk.io.TextIOWriteTest.runTestWrite",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Private Method,"org.apache.beam.sdk.io.TextIOWriteTest.runTestWrite",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Private Method,"org.apache.beam.sdk.io.TextIOWriteTest.runTestWrite",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Private Method,"org.apache.beam.sdk.io.TextIOWriteTest.runTestWrite",,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Private Method,"org.apache.beam.sdk.io.TextIOWriteTest.runTestWrite",,,,,,,,,,,,,,,,,,,,,,,,,,,,10,37,6,31,11,22,0,23,11,15,6,13,4,,,1,,,0.00,4
Public Method,"org.apache.beam.sdk.io.TextIOWriteTest.testGetName",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,2,1,0,4,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.sdk.io.TextIOWriteTest.testRuntimeOptionsNotCalledInApply",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,2,6,3,3,1,7,3,4,2,3,1,,,0,,,0.17,1
Public Method,"org.apache.beam.sdk.io.TextIOWriteTest.testSink",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,1,13,4,9,0,11,8,10,3,9,1,,,1,,,0.00,1
Public Method,"org.apache.beam.sdk.io.TextIOWriteTest.testWindowedWritesWithOnceTrigger",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,28,1,22,5,17,5,21,5,6,2,5,1,,,0,,,0.23,1
Package,"org.apache.beam.sdk.io.common",6,0,5,1,1,,,,,,,,,1,1,0,,1,,0,0,1,,0,0,0,1,,31,2,10,5,2,19,,4,7,5,2,,1,,1,,,1.90,1
Public Class,"org.apache.beam.sdk.io.common.NetworkTestHelper",6,0,5,1,1,,,,,1,2,2,0,,1,0,,,,0,0,1,1,0,0,0,1,,9,0,7,2,2,2,,1,4,2,2,,1,1,1,0,0,0.29,1
Public Static Method,"org.apache.beam.sdk.io.common.NetworkTestHelper.getAvailableLocalPort",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,5,1,2,1,2,1,3,1,2,1,,,1,,,0.20,1
Package,"org.apache.beam.sdk.io.gcp",0,0,0,0,0,,,,,,,,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,0.00,0
Package,"org.apache.beam.sdk.io.gcp.bigtable",13,1,10,3,1,,,,,,,,,34,21,19,,5,,318,82,339,,100,35,3,201,,4892,607,3265,1405,1815,1053,,1475,1927,1076,1131,,14,,4,,,0.32,421
Final Class,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Read",7,0,7,0,1,,,,,1,10,10,0,,0,0,,,,7,3,7,41,4,1,0,2,,125,12,113,39,53,0,,43,67,24,44,,3,3,1,43,43,0.00,9
Private Constructor,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Read.AutoValue_BigtableIO_Read",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,0,8,4,3,0,4,3,4,1,3,1,,,0,,,0.00,1
Static Final Class,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Read.Builder",9,0,9,0,2,,,,,1,10,10,0,,0,0,,,,6,3,6,10,6,0,0,0,,58,0,58,15,30,0,,21,35,11,25,,5,2,2,50,50,0.00,13
Constructor,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Read.Builder.Builder",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,1,0,1,1,0,1,,,0,,,0.00,1
Constructor,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Read.Builder.Builder",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,1,3,0,7,3,4,1,3,1,,,0,,,0.00,1
Method,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Read.Builder.build",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,22,0,22,3,15,0,3,6,11,2,10,5,,,2,,,0.00,5
Method,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Read.Builder.setBigtableConfig",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,8,2,4,0,2,3,5,1,4,2,,,1,,,0.00,2
Method,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Read.Builder.setBigtableReadOptions",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,8,2,4,0,2,3,5,1,4,2,,,1,,,0.00,2
Method,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Read.Builder.setServiceFactory",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,8,2,4,0,2,3,5,1,4,2,,,1,,,0.00,2
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Read.equals",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,0,13,3,8,0,5,4,7,2,5,3,,,1,,,0.00,3
Method,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Read.getBigtableConfig",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Method,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Read.getBigtableReadOptions",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Method,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Read.getServiceFactory",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,3,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Read.hashCode",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,0,11,3,8,0,2,8,9,2,7,1,,,0,,,0.00,1
Method,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Read.toBuilder",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Final Class,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_ReadChangeStream",12,0,12,0,1,,,,,1,8,8,0,,0,0,,,,1,11,1,34,0,1,0,0,,49,12,37,36,0,0,,22,12,12,0,,1,3,0,100,100,0.00,1
Private Constructor,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_ReadChangeStream.AutoValue_BigtableIO_ReadChangeStream",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,0,12,12,0,0,1,0,0,0,0,1,,,0,,,0.00,1
Final Class,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Write",7,0,7,0,1,,,,,1,12,12,0,,0,0,,,,9,5,9,47,6,1,0,2,,179,16,163,53,81,0,,65,97,32,66,,3,3,1,56,56,0.00,11
Private Constructor,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Write.AutoValue_BigtableIO_Write",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,0,12,6,5,0,6,5,6,1,5,1,,,0,,,0.00,1
Static Final Class,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Write.Builder",10,0,10,0,2,,,,,1,12,12,0,,0,0,,,,8,5,8,14,8,0,0,0,,88,0,88,21,48,0,,33,53,15,39,,7,2,2,63,63,0.00,19
Constructor,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Write.Builder.Builder",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,1,0,1,1,0,1,,,0,,,0.00,1
Constructor,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Write.Builder.Builder",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,7,1,5,0,11,5,6,1,5,1,,,0,,,0.00,1
Method,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Write.Builder.build",,,,,,,,,,,,,,,,,,,,,,,,,,,,5,32,0,32,3,23,0,3,8,15,2,14,7,,,2,,,0.00,7
Method,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Write.Builder.setBadRecordErrorHandler",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,8,2,4,0,2,3,5,1,4,2,,,1,,,0.00,2
Method,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Write.Builder.setBadRecordRouter",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,8,2,4,0,2,3,5,1,4,2,,,1,,,0.00,2
Method,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Write.Builder.setBigtableConfig",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,8,2,4,0,2,3,5,1,4,2,,,1,,,0.00,2
Method,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Write.Builder.setBigtableWriteOptions",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,8,2,4,0,2,3,5,1,4,2,,,1,,,0.00,2
Method,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Write.Builder.setServiceFactory",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,8,2,4,0,2,3,5,1,4,2,,,1,,,0.00,2
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Write.equals",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,15,0,15,3,10,0,7,4,7,2,5,3,,,1,,,0.00,3
Method,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Write.getBadRecordErrorHandler",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Method,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Write.getBadRecordRouter",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Method,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Write.getBigtableConfig",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Method,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Write.getBigtableWriteOptions",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Method,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Write.getServiceFactory",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,3,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Write.hashCode",,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,0,15,3,12,0,2,12,13,2,11,1,,,0,,,0.00,1
Method,"org.apache.beam.sdk.io.gcp.bigtable.AutoValue_BigtableIO_Write.toBuilder",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Public Class,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO",17,1,6,10,1,,,,,1,14,14,0,,5,1,,,,1,0,6,6,0,2,0,4,,2482,264,1377,494,778,843,,536,782,374,523,,3,1,2,0,0,0.61,8
Private Constructor,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableIO",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,1,0,1,1,0,1,1,0,1,,,0,,,1.00,1
Private Static Class,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableReader",10,0,10,0,2,,,,,1,14,14,0,,0,0,,,,9,5,9,9,0,0,0,9,,111,10,98,31,53,3,,41,58,21,40,,4,2,1,56,56,0.03,16
Public Constructor,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableReader.BigtableReader",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,0,6,1,4,0,9,4,5,1,4,1,,,0,,,0.00,1
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableReader.advance",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,12,4,7,0,8,3,5,2,4,2,,,1,,,0.00,2
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableReader.close",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,0,12,2,7,0,4,5,8,1,7,3,,,1,,,0.00,3
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableReader.getCurrent",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableReader.getCurrentSource",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Public Final Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableReader.getFractionConsumed",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Public Final Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableReader.getSplitPointsConsumed",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Public Final Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableReader.splitAtFraction",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,31,0,31,6,22,0,10,15,19,5,15,4,,,1,,,0.00,4
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableReader.start",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,0,14,4,9,0,13,5,7,2,6,2,,,1,,,0.00,2
Static Class,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableSource",15,1,12,2,2,,,,,1,32,32,0,,3,1,,,,22,6,25,25,1,8,3,13,,413,44,307,93,199,62,,129,188,76,138,,6,2,4,74,56,0.20,53
Public Constructor,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableSource.BigtableSource",,,,,,,,,,,,,,,,,,,,,,,,,,,,21,12,0,12,6,5,0,6,5,6,1,5,1,,,0,,,0.00,1
Private Static Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableSource.checkRangeAdjacency",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16,0,12,3,7,4,6,5,8,2,7,3,,,1,,,0.33,3
Private Static Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableSource.checkRangeAdjacency",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,19,0,15,4,10,4,6,7,11,4,9,4,,,2,,,0.27,4
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableSource.createReader",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,0,5,2,2,0,3,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableSource.getEstimatedSizeBytes",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,0,7,2,3,1,4,2,4,1,3,2,,,1,,,0.14,2
Private Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableSource.getEstimatedSizeBytesBasedOnSamples",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,33,0,23,6,17,10,9,12,19,8,13,5,,,4,,,0.43,5
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableSource.getMaxBufferElementCount",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableSource.getOutputCoder",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableSource.getRanges",,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,0,3,1,1,0,3,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableSource.getReadOptions",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableSource.getRowFilter",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,4,2,2,0,4,2,3,2,2,2,,,0,,,0.00,2
Private Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableSource.getSampleRowKeys",,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,0,6,1,3,5,4,1,3,1,2,1,,,1,,,0.83,1
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableSource.getTableId",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1
Private Static Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableSource.mergeRanges",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,0,11,2,8,5,7,4,6,2,5,2,,,1,,,0.45,2
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableSource.populateDisplayData",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,2,9,2,5,0,7,3,5,1,4,2,,,1,,,0.00,2
Protected Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableSource.reduceSplits",,,,,,,,,,,,,,,,,,,,,,,,,,,,11,39,0,38,9,29,1,10,16,22,7,18,5,,,2,,,0.03,5
Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableSource.reportLineageOnce",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,0,6,1,3,0,2,2,4,1,3,2,,,1,,,0.00,2
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableSource.split",,,,,,,,,,,,,,,,,,,,,,,,,,,,10,25,2,15,8,10,8,8,7,8,5,6,1,,,0,,,0.53,1
Private Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableSource.splitBasedOnSamples",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,20,1,17,3,12,2,11,6,10,3,8,3,,,1,,,0.12,3
Private Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableSource.splitKeyRangeIntoBundleSizedSubranges",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,34,2,30,8,25,2,17,13,16,7,15,3,,,1,,,0.07,3
Private Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableSource.splitRangeBasedOnSamples",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,70,8,44,13,35,18,21,22,29,12,22,6,,,2,,,0.41,6
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableSource.toString",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,0,8,2,5,0,4,1,2,1,1,1,,,0,,,0.00,1
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableSource.validate",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,1,11,3,7,0,7,4,6,2,5,2,,,1,,,0.00,2
Protected Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableSource.withEstimatedSizeBytes",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,0,4,1,2,0,3,2,3,1,2,1,,,0,,,0.00,1
Protected Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableSource.withSingleRange",,,,,,,,,,,,,,,,,,,,,,,,,,,,12,6,0,5,1,3,1,4,2,3,1,2,1,,,0,,,0.20,1
Static Class,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableWriteException",6,0,6,0,1,,,,,1,4,4,0,,0,0,,,,2,1,2,2,0,0,0,2,,18,3,14,4,7,1,,4,7,4,3,,1,2,0,0,0,0.07,2
Public Constructor,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableWriteException.BigtableWriteException",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,0,8,1,6,0,7,2,3,1,2,1,,,0,,,0.00,1
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableWriteException.getRecord",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1
Private Static Class,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableWriterFn",17,1,15,1,3,,,,,1,49,49,0,,1,0,,,,10,14,11,11,1,5,0,5,,234,26,183,48,108,25,,77,114,37,84,,9,2,3,77,75,0.14,36
Constructor,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableWriterFn.BigtableWriterFn",,,,,,,,,,,,,,,,,,,,,,,,,,,,7,15,0,15,6,8,0,10,8,9,1,8,1,,,0,,,0.00,1
Private Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableWriterFn.checkForFailures",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,1,26,8,19,3,12,15,20,8,17,5,,,2,,,0.12,5
Private Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableWriterFn.drainCompletedElementFutures",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,7,1,4,2,4,3,5,2,4,2,,,1,,,0.29,2
Public Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableWriterFn.finishBundle",,,,,,,,,,,,,,,,,,,,,,,,,,,,14,58,6,46,2,35,6,19,12,23,3,20,9,,,3,,,0.13,9
Private Method,"org.apache.beam.sdk.io.gcp.bigtable.BigtableIO.BigtableWriterFn.handleMutationException",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,0,13,2,8,0,1,4,7,1,6,1,,,2,,,0.00,4
