Kind,Name,AvgCyclomatic,MaxCyclomatic,AvgCountLineCode,CountLineCode,RatioCommentToCode,CountLineComment,CountDeclClass,CountDeclClassMethod,CountLineCodeExe,MaxNesting
Public Method,"org.apache.beam.sdk.coders.Coder.NonDeterministicException.getReasons",,,,3,0.00,0,,,1,0
Generic Parameter,"org.apache.beam.sdk.coders.Coder.T",0,0,0,,,,,0,,0
Public Method,"org.apache.beam.sdk.coders.Coder.consistentWithEquals",,,,3,0.00,0,,,1,0
Public Abstract Method,"org.apache.beam.sdk.coders.Coder.decode",,,,1,0.00,0,,,0,0
Public Method,"org.apache.beam.sdk.coders.Coder.decode",,,,4,0.00,0,,,1,0
Public Abstract Method,"org.apache.beam.sdk.coders.Coder.encode",,,,1,0.00,0,,,0,0
Public Method,"org.apache.beam.sdk.coders.Coder.encode",,,,5,0.00,0,,,1,0
Public Abstract Method,"org.apache.beam.sdk.coders.Coder.getCoderArguments",,,,1,0.00,0,,,0,0
Protected Method,"org.apache.beam.sdk.coders.Coder.getEncodedElementByteSize",,,,9,0.11,1,,,6,1
Public Method,"org.apache.beam.sdk.coders.Coder.getEncodedTypeDescriptor",,,,4,0.00,0,,,2,0
Anonymous Class,"org.apache.beam.sdk.coders.Coder.getEncodedTypeDescriptor.(Anon_1)",0,0,0,0,0.00,0,,0,0,0
Public Method,"org.apache.beam.sdk.coders.Coder.isRegisterByteSizeObserverCheap",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.coders.Coder.registerByteSizeObserver",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.coders.Coder.structuralValue",,,,14,0.07,1,,,10,2
Public Abstract Method,"org.apache.beam.sdk.coders.Coder.verifyDeterministic",,,,1,0.00,0,,,0,0
Public Static Method,"org.apache.beam.sdk.coders.Coder.verifyDeterministic",,,,10,0.10,1,,,5,2
Public Static Method,"org.apache.beam.sdk.coders.Coder.verifyDeterministic",,,,4,0.00,0,,,1,0
Public Class,"org.apache.beam.sdk.coders.CoderTest",1,1,8,50,0.00,0,,0,24,0
Public Method,"org.apache.beam.sdk.coders.CoderTest.testContextEqualsAndHashCode",,,,9,0.00,0,,,6,0
Public Method,"org.apache.beam.sdk.coders.CoderTest.testContextToString",,,,5,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.coders.CoderTest.testNonDeterministicException",,,,11,0.00,0,,,6,0
Public Method,"org.apache.beam.sdk.coders.CoderTest.testNonDeterministicExceptionMultipleReasons",,,,11,0.00,0,,,5,0
Public Method,"org.apache.beam.sdk.coders.CoderTest.testNonDeterministicExceptionRequiresReason",,,,6,0.00,0,,,3,0
Public Method,"org.apache.beam.sdk.coders.CoderTest.testTypeIsPreserved",,,,4,0.00,0,,,1,0
Unknown Annotation,"org.apache.beam.sdk.coders.DefaultCoder",,,,,0.00,,,,,
Package,"org.apache.beam.sdk.extensions",0,0,0,0,0.00,0,0,0,0,0
Package,"org.apache.beam.sdk.extensions.euphoria",0,0,0,0,0.00,0,0,0,0,0
Package,"org.apache.beam.sdk.extensions.euphoria.core",0,0,0,0,0.00,0,0,0,0,0
Package,"org.apache.beam.sdk.extensions.euphoria.core.annotation",0,0,0,0,0.00,0,0,0,0,0
Package,"org.apache.beam.sdk.extensions.euphoria.core.annotation.audience",0,0,0,18,0.72,13,2,0,0,0
Public Annotation,"org.apache.beam.sdk.extensions.euphoria.core.annotation.audience.Audience",0,0,0,11,0.45,5,,0,0,0
Enum Type,"org.apache.beam.sdk.extensions.euphoria.core.annotation.audience.Audience.Type",0,0,0,6,0.67,4,,0,0,0
Public Implicit Method,"org.apache.beam.sdk.extensions.euphoria.core.annotation.audience.Audience.Type.valueOf",,,,,0.00,,,,,
Public Implicit Method,"org.apache.beam.sdk.extensions.euphoria.core.annotation.audience.Audience.Type.values",,,,,0.00,,,,,
Abstract Method,"org.apache.beam.sdk.extensions.euphoria.core.annotation.audience.Audience.value",,,,1,0.00,0,,,0,0
Package,"org.apache.beam.sdk.extensions.euphoria.core.client",0,0,0,0,0.00,0,0,0,0,0
Package,"org.apache.beam.sdk.extensions.euphoria.core.client.accumulators",1,1,3,29,1.48,43,4,0,1,0
Public Interface,"org.apache.beam.sdk.extensions.euphoria.core.client.accumulators.Accumulator",0,0,0,0,0.00,5,,0,0,0
Public Interface,"org.apache.beam.sdk.extensions.euphoria.core.client.accumulators.Counter",0,0,0,4,2.25,9,,0,0,0
Abstract Method,"org.apache.beam.sdk.extensions.euphoria.core.client.accumulators.Counter.increment",,,,1,5.00,5,,,0,0
Abstract Method,"org.apache.beam.sdk.extensions.euphoria.core.client.accumulators.Counter.increment",,,,1,3.00,3,,,0,0
Public Interface,"org.apache.beam.sdk.extensions.euphoria.core.client.accumulators.Histogram",0,0,0,4,3.50,14,,0,0,0
Abstract Method,"org.apache.beam.sdk.extensions.euphoria.core.client.accumulators.Histogram.add",,,,1,5.00,5,,,0,0
Abstract Method,"org.apache.beam.sdk.extensions.euphoria.core.client.accumulators.Histogram.add",,,,1,6.00,6,,,0,0
Public Interface,"org.apache.beam.sdk.extensions.euphoria.core.client.accumulators.Timer",1,1,3,6,1.33,8,,0,1,0
Abstract Method,"org.apache.beam.sdk.extensions.euphoria.core.client.accumulators.Timer.add",,,,1,5.00,5,,,0,0
Method,"org.apache.beam.sdk.extensions.euphoria.core.client.accumulators.Timer.add",,,,3,0.00,0,,,1,0
Package,"org.apache.beam.sdk.extensions.euphoria.core.client.io",0,0,0,15,1.53,23,2,0,0,0
Public Interface,"org.apache.beam.sdk.extensions.euphoria.core.client.io.Context",0,0,0,0,0.00,0,,0,0,0
Public Interface,"org.apache.beam.sdk.extensions.euphoria.core.client.io.Environment",0,0,0,5,4.40,22,,0,0,0
Abstract Method,"org.apache.beam.sdk.extensions.euphoria.core.client.io.Environment.getCounter",,,,1,6.00,6,,,0,0
Abstract Method,"org.apache.beam.sdk.extensions.euphoria.core.client.io.Environment.getHistogram",,,,1,6.00,6,,,0,0
Abstract Method,"org.apache.beam.sdk.extensions.euphoria.core.client.io.Environment.getTimer",,,,1,6.00,6,,,0,0
Package,"org.apache.beam.sdk.extensions.gcp",0,0,0,0,0.00,0,0,0,0,0
Package,"org.apache.beam.sdk.extensions.gcp.auth",1,1,4,32,0.19,6,1,0,6,0
Public Class,"org.apache.beam.sdk.extensions.gcp.auth.TestCredential",1,1,4,24,0.25,6,,0,6,0
Public Method,"org.apache.beam.sdk.extensions.gcp.auth.TestCredential.getAuthenticationType",,,,4,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.extensions.gcp.auth.TestCredential.getRequestMetadata",,,,4,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.extensions.gcp.auth.TestCredential.getRequestMetadata",,,,4,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.extensions.gcp.auth.TestCredential.hasRequestMetadata",,,,4,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.extensions.gcp.auth.TestCredential.hasRequestMetadataOnly",,,,4,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.extensions.gcp.auth.TestCredential.refresh",,,,2,0.00,0,,,0,0
Package,"org.apache.beam.sdk.io",1,13,8,3753,0.02,59,66,70,1808,3
Public Class,"org.apache.beam.sdk.io.FileIO",1,1,5,880,0.01,10,,8,436,0
Public Static Abstract Class,"org.apache.beam.sdk.io.FileIO.Match",1,1,5,49,0.00,0,,0,15,0
Static Abstract Class,"org.apache.beam.sdk.io.FileIO.Match.Builder",0,0,0,6,0.00,0,,0,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Match.Builder.build",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Match.Builder.setConfiguration",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Match.Builder.setFilepattern",,,,1,0.00,0,,,0,0
Public Method,"org.apache.beam.sdk.io.FileIO.Match.continuously",,,,7,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.io.FileIO.Match.continuously",,,,4,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.FileIO.Match.expand",,,,6,0.00,0,,,3,0
Public Method,"org.apache.beam.sdk.io.FileIO.Match.filepattern",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.FileIO.Match.filepattern",,,,3,0.00,0,,,1,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Match.getConfiguration",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Match.getFilepattern",,,,1,0.00,0,,,0,0
Public Method,"org.apache.beam.sdk.io.FileIO.Match.populateDisplayData",,,,8,0.00,0,,,5,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Match.toBuilder",,,,1,0.00,0,,,0,0
Public Method,"org.apache.beam.sdk.io.FileIO.Match.withConfiguration",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.FileIO.Match.withEmptyMatchTreatment",,,,3,0.00,0,,,1,0
Public Static Abstract Class,"org.apache.beam.sdk.io.FileIO.MatchAll",1,3,7,103,0.00,0,,0,40,2
Static Abstract Class,"org.apache.beam.sdk.io.FileIO.MatchAll.Builder",0,0,0,5,0.00,0,,0,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.MatchAll.Builder.build",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.MatchAll.Builder.setConfiguration",,,,1,0.00,0,,,0,0
Private Static Class,"org.apache.beam.sdk.io.FileIO.MatchAll.ExtractFilenameAndLastUpdateFn",2,2,8,11,0.00,0,,0,4,1
Public Method,"org.apache.beam.sdk.io.FileIO.MatchAll.ExtractFilenameAndLastUpdateFn.apply",,,,8,0.00,0,,,4,1
Private Static Class,"org.apache.beam.sdk.io.FileIO.MatchAll.ExtractFilenameFn",1,1,4,7,0.00,0,,0,1,0
Public Method,"org.apache.beam.sdk.io.FileIO.MatchAll.ExtractFilenameFn.apply",,,,4,0.00,0,,,1,0
Private Static Class,"org.apache.beam.sdk.io.FileIO.MatchAll.MatchFn",2,2,6,15,0.00,0,,0,6,1
Public Constructor,"org.apache.beam.sdk.io.FileIO.MatchAll.MatchFn.MatchFn",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.FileIO.MatchAll.MatchFn.process",,,,9,0.00,0,,,5,1
Private Static Class,"org.apache.beam.sdk.io.FileIO.MatchAll.MatchPollFn",1,1,8,10,0.00,0,,0,4,0
Public Method,"org.apache.beam.sdk.io.FileIO.MatchAll.MatchPollFn.apply",,,,8,0.00,0,,,4,0
Public Method,"org.apache.beam.sdk.io.FileIO.MatchAll.continuously",,,,7,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.io.FileIO.MatchAll.continuously",,,,4,0.00,0,,,1,0
Private Generic Method,"org.apache.beam.sdk.io.FileIO.MatchAll.createWatchTransform",,,,6,0.00,0,,,3,0
Generic Parameter,"org.apache.beam.sdk.io.FileIO.MatchAll.createWatchTransform.KeyT",0,0,0,,,,,0,,0
Public Method,"org.apache.beam.sdk.io.FileIO.MatchAll.expand",,,,21,0.00,0,,,15,2
Abstract Method,"org.apache.beam.sdk.io.FileIO.MatchAll.getConfiguration",,,,1,0.00,0,,,0,0
Public Method,"org.apache.beam.sdk.io.FileIO.MatchAll.populateDisplayData",,,,5,0.00,0,,,2,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.MatchAll.toBuilder",,,,1,0.00,0,,,0,0
Public Method,"org.apache.beam.sdk.io.FileIO.MatchAll.withConfiguration",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.FileIO.MatchAll.withEmptyMatchTreatment",,,,3,0.00,0,,,1,0
Public Static Abstract Class,"org.apache.beam.sdk.io.FileIO.MatchConfiguration",1,2,8,55,0.02,1,,1,25,1
Static Abstract Class,"org.apache.beam.sdk.io.FileIO.MatchConfiguration.Builder",0,0,0,8,0.00,0,,0,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.MatchConfiguration.Builder.build",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.MatchConfiguration.Builder.setEmptyMatchTreatment",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.MatchConfiguration.Builder.setMatchUpdatedFiles",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.MatchConfiguration.Builder.setWatchInterval",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.MatchConfiguration.Builder.setWatchTerminationCondition",,,,1,0.00,0,,,0,0
Public Method,"org.apache.beam.sdk.io.FileIO.MatchConfiguration.continuously",,,,11,0.09,1,,,8,0
Public Method,"org.apache.beam.sdk.io.FileIO.MatchConfiguration.continuously",,,,4,0.00,0,,,1,0
Public Static Method,"org.apache.beam.sdk.io.FileIO.MatchConfiguration.create",,,,6,0.00,0,,,4,0
Public Abstract Method,"org.apache.beam.sdk.io.FileIO.MatchConfiguration.getEmptyMatchTreatment",,,,1,0.00,0,,,0,0
Public Abstract Method,"org.apache.beam.sdk.io.FileIO.MatchConfiguration.getMatchUpdatedFiles",,,,1,0.00,0,,,0,0
Public Abstract Method,"org.apache.beam.sdk.io.FileIO.MatchConfiguration.getWatchInterval",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.MatchConfiguration.getWatchTerminationCondition",,,,1,0.00,0,,,0,0
Public Method,"org.apache.beam.sdk.io.FileIO.MatchConfiguration.populateDisplayData",,,,15,0.00,0,,,11,1
Abstract Method,"org.apache.beam.sdk.io.FileIO.MatchConfiguration.toBuilder",,,,1,0.00,0,,,0,0
Public Method,"org.apache.beam.sdk.io.FileIO.MatchConfiguration.withEmptyMatchTreatment",,,,3,0.00,0,,,1,0
Public Static Abstract Class,"org.apache.beam.sdk.io.FileIO.ReadMatches",2,4,8,80,0.00,0,,2,36,2
Static Abstract Class,"org.apache.beam.sdk.io.FileIO.ReadMatches.Builder",0,0,0,6,0.00,0,,0,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.ReadMatches.Builder.build",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.ReadMatches.Builder.setCompression",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.ReadMatches.Builder.setDirectoryTreatment",,,,1,0.00,0,,,0,0
Public Enum Type,"org.apache.beam.sdk.io.FileIO.ReadMatches.DirectoryTreatment",0,0,0,4,0.00,0,,0,0,0
Public Implicit Method,"org.apache.beam.sdk.io.FileIO.ReadMatches.DirectoryTreatment.valueOf",,,,,0.00,,,,,
Public Implicit Method,"org.apache.beam.sdk.io.FileIO.ReadMatches.DirectoryTreatment.values",,,,,0.00,,,,,
Private Static Class,"org.apache.beam.sdk.io.FileIO.ReadMatches.ToReadableFileFn",2,2,6,14,0.00,0,,0,5,1
Private Constructor,"org.apache.beam.sdk.io.FileIO.ReadMatches.ToReadableFileFn.ToReadableFileFn",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.FileIO.ReadMatches.ToReadableFileFn.process",,,,8,0.00,0,,,4,1
Public Method,"org.apache.beam.sdk.io.FileIO.ReadMatches.expand",,,,4,0.00,0,,,1,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.ReadMatches.getCompression",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.ReadMatches.getDirectoryTreatment",,,,1,0.00,0,,,0,0
Static Method,"org.apache.beam.sdk.io.FileIO.ReadMatches.matchToReadableFile",,,,16,0.00,0,,,13,0
Public Method,"org.apache.beam.sdk.io.FileIO.ReadMatches.populateDisplayData",,,,5,0.00,0,,,2,0
Static Method,"org.apache.beam.sdk.io.FileIO.ReadMatches.shouldSkipDirectory",,,,16,0.00,0,,,11,2
Abstract Method,"org.apache.beam.sdk.io.FileIO.ReadMatches.toBuilder",,,,1,0.00,0,,,0,0
Public Method,"org.apache.beam.sdk.io.FileIO.ReadMatches.withCompression",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.io.FileIO.ReadMatches.withDirectoryTreatment",,,,4,0.00,0,,,2,0
Public Static Final Class,"org.apache.beam.sdk.io.FileIO.ReadableFile",1,3,5,54,0.04,2,,0,22,1
Constructor,"org.apache.beam.sdk.io.FileIO.ReadableFile.ReadableFile",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.io.FileIO.ReadableFile.equals",,,,11,0.00,0,,,6,1
Public Method,"org.apache.beam.sdk.io.FileIO.ReadableFile.getCompression",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.FileIO.ReadableFile.getMetadata",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.FileIO.ReadableFile.hashCode",,,,4,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.FileIO.ReadableFile.open",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.FileIO.ReadableFile.openSeekable",,,,7,0.00,0,,,5,0
Public Method,"org.apache.beam.sdk.io.FileIO.ReadableFile.readFullyAsBytes",,,,3,0.33,1,,,1,0
Private Method,"org.apache.beam.sdk.io.FileIO.ReadableFile.readFullyAsBytesInternal",,,,5,0.20,1,,,2,1
Public Method,"org.apache.beam.sdk.io.FileIO.ReadableFile.readFullyAsUTF8String",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.FileIO.ReadableFile.toString",,,,4,0.00,0,,,1,0
Public Generic Interface,"org.apache.beam.sdk.io.FileIO.Sink",0,0,0,5,0.00,0,,0,0,0
Generic Parameter,"org.apache.beam.sdk.io.FileIO.Sink.ElementT",0,0,0,,,,,0,,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Sink.flush",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Sink.open",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Sink.write",,,,1,0.00,0,,,0,0
Public Static Abstract Generic Class,"org.apache.beam.sdk.io.FileIO.Write",1,9,9,492,0.00,0,,3,276,2
Static Abstract Generic Class,"org.apache.beam.sdk.io.FileIO.Write.Builder",0,0,0,32,0.00,0,,0,0,0
Generic Parameter,"org.apache.beam.sdk.io.FileIO.Write.Builder.DestinationT",0,0,0,,,,,0,,0
Generic Parameter,"org.apache.beam.sdk.io.FileIO.Write.Builder.UserT",0,0,0,,,,,0,,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Write.Builder.build",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Write.Builder.setAutoSharding",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Write.Builder.setBadRecordErrorHandler",,,,2,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Write.Builder.setCompression",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Write.Builder.setConstantFileNaming",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Write.Builder.setDestinationCoder",,,,2,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Write.Builder.setDestinationFn",,,,2,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Write.Builder.setDynamic",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Write.Builder.setEmptyWindowDestination",,,,2,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Write.Builder.setFileNamingFn",,,,2,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Write.Builder.setFilenamePrefix",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Write.Builder.setFilenameSuffix",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Write.Builder.setIgnoreWindowing",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Write.Builder.setNoSpilling",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Write.Builder.setNumShards",,,,2,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Write.Builder.setOutputDirectory",,,,2,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Write.Builder.setOutputFn",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Write.Builder.setSharding",,,,2,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Write.Builder.setSinkFn",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Write.Builder.setTempDirectory",,,,2,0.00,0,,,0,0
Generic Parameter,"org.apache.beam.sdk.io.FileIO.Write.DestinationT",0,0,0,,,,,0,,0
Public Interface,"org.apache.beam.sdk.io.FileIO.Write.FileNaming",0,0,0,8,0.00,0,,0,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Write.FileNaming.getFilename",,,,6,0.00,0,,,0,0
Generic Parameter,"org.apache.beam.sdk.io.FileIO.Write.UserT",0,0,0,,,,,0,,0
Private Static Generic Class,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink",1,1,23,133,0.00,0,,0,84,0
Generic Parameter,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.DestinationT",0,0,0,,,,,0,,0
Private Static Generic Class,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.DynamicDestinationsAdapter",2,2,10,84,0.00,0,,0,49,1
Generic Parameter,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.DynamicDestinationsAdapter.DestinationT",0,0,0,,,,,0,,0
Private Constructor,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.DynamicDestinationsAdapter.DynamicDestinationsAdapter",,,,3,0.00,0,,,1,0
Generic Parameter,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.DynamicDestinationsAdapter.OutputT",0,0,0,,,,,0,,0
Generic Parameter,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.DynamicDestinationsAdapter.UserT",0,0,0,,,,,0,,0
Public Method,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.DynamicDestinationsAdapter.formatRecord",,,,9,0.00,0,,,5,1
Private Method,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.DynamicDestinationsAdapter.getContext",,,,12,0.00,0,,,8,1
Anonymous Class,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.DynamicDestinationsAdapter.getContext.(Anon_4)",1,1,4,5,0.00,0,,0,4,0
Public Generic Method,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.DynamicDestinationsAdapter.getContext.(Anon_4).sideInput",,,,4,0.00,0,,,3,0
Generic Parameter,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.DynamicDestinationsAdapter.getContext.(Anon_4).sideInput.T",0,0,0,,,,,0,,0
Public Method,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.DynamicDestinationsAdapter.getDefaultDestination",,,,4,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.DynamicDestinationsAdapter.getDestination",,,,8,0.00,0,,,4,1
Public Method,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.DynamicDestinationsAdapter.getDestinationCoder",,,,4,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.DynamicDestinationsAdapter.getFilenamePolicy",,,,35,0.00,0,,,28,1
Anonymous Class,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.DynamicDestinationsAdapter.getFilenamePolicy.(Anon_5)",1,1,12,25,0.00,0,,0,23,0
Public Method,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.DynamicDestinationsAdapter.getFilenamePolicy.(Anon_5).unwindowedFilename",,,,12,0.00,0,,,11,0
Public Method,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.DynamicDestinationsAdapter.getFilenamePolicy.(Anon_5).windowedFilename",,,,12,0.00,0,,,11,0
Public Method,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.DynamicDestinationsAdapter.getSideInputs",,,,4,0.00,0,,,1,0
Generic Parameter,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.OutputT",0,0,0,,,,,0,,0
Generic Parameter,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.UserT",0,0,0,,,,,0,,0
Private Constructor,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.ViaFileBasedSink",,,,9,0.00,0,,,7,0
Lambda Method,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.ViaFileBasedSink.(lambda_expr_1)",,,,1,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.createWriteOperation",,,,36,0.00,0,,,28,0
Anonymous Class,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.createWriteOperation.(Anon_1)",1,1,31,32,0.00,0,,0,27,0
Public Method,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.createWriteOperation.(Anon_1).createWriter",,,,31,0.00,0,,,26,0
Anonymous Class,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.createWriteOperation.(Anon_1).createWriter.(Anon_2)",1,1,8,27,0.00,0,,0,23,0
Protected Method,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.createWriteOperation.(Anon_1).createWriter.(Anon_2).finishWrite",,,,4,0.00,0,,,3,0
Protected Method,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.createWriteOperation.(Anon_1).createWriter.(Anon_2).prepareWrite",,,,17,0.00,0,,,15,0
Anonymous Class,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.createWriteOperation.(Anon_1).createWriter.(Anon_2).prepareWrite.(Anon_3)",1,1,7,8,0.00,0,,0,7,0
Public Generic Method,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.createWriteOperation.(Anon_1).createWriter.(Anon_2).prepareWrite.(Anon_3).sideInput",,,,7,0.00,0,,,6,0
Generic Parameter,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.createWriteOperation.(Anon_1).createWriter.(Anon_2).prepareWrite.(Anon_3).sideInput.T",0,0,0,,,,,0,,0
Public Method,"org.apache.beam.sdk.io.FileIO.Write.ViaFileBasedSink.createWriteOperation.(Anon_1).createWriter.(Anon_2).write",,,,4,0.00,0,,,3,0
Public Method,"org.apache.beam.sdk.io.FileIO.Write.by",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.io.FileIO.Write.by",,,,4,0.00,0,,,2,0
Public Static Method,"org.apache.beam.sdk.io.FileIO.Write.defaultNaming",,,,3,0.00,0,,,1,0
Public Static Method,"org.apache.beam.sdk.io.FileIO.Write.defaultNaming",,,,39,0.00,0,,,30,2
Lambda Method,"org.apache.beam.sdk.io.FileIO.Write.defaultNaming.(lambda_expr_1)",,,,36,0.00,0,,,29,0
Public Method,"org.apache.beam.sdk.io.FileIO.Write.expand",,,,59,0.00,0,,,48,1
Private Method,"org.apache.beam.sdk.io.FileIO.Write.getAllSideInputs",,,,4,0.00,0,,,2,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Write.getAutoSharding",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.io.FileIO.Write.getBadRecordErrorHandler",,,,1,0.00,0,,,0,0
