Kind,Name,AvgCyclomatic,MaxCyclomatic,AvgCountLineCode,CountLineCode,RatioCommentToCode,CountLineComment,CountDeclClass,CountDeclClassMethod,CountLineCodeExe,MaxNesting
Constructor,"org.apache.beam.sdk.schemas.Options.Options",,,,3,0.00,0,,,1,0
Public Static Method,"org.apache.beam.sdk.schemas.Options.builder",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Options.equals",,,,21,0.00,0,,,13,2
Method,"org.apache.beam.sdk.schemas.Options.getAllOptions",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Options.getOptionNames",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Options.getType",,,,8,0.00,0,,,5,1
Public Generic Method,"org.apache.beam.sdk.schemas.Options.getValue",,,,9,0.00,0,,,5,1
Public Generic Method,"org.apache.beam.sdk.schemas.Options.getValue",,,,3,0.00,0,,,1,0
Generic Parameter,"org.apache.beam.sdk.schemas.Options.getValue.T",0,0,0,,,,,0,,0
Generic Parameter,"org.apache.beam.sdk.schemas.Options.getValue.T",0,0,0,,,,,0,,0
Public Generic Method,"org.apache.beam.sdk.schemas.Options.getValueOrDefault",,,,7,0.00,0,,,4,1
Generic Parameter,"org.apache.beam.sdk.schemas.Options.getValueOrDefault.T",0,0,0,,,,,0,,0
Public Method,"org.apache.beam.sdk.schemas.Options.hasOption",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Options.hasOptions",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Options.hashCode",,,,4,0.00,0,,,1,0
Public Static Method,"org.apache.beam.sdk.schemas.Options.includesTransformUpgrades",,,,6,0.00,0,,,4,0
Public Static Method,"org.apache.beam.sdk.schemas.Options.none",,,,3,0.00,0,,,1,0
Public Static Method,"org.apache.beam.sdk.schemas.Options.setOption",,,,3,0.00,0,,,1,0
Public Static Method,"org.apache.beam.sdk.schemas.Options.setOption",,,,3,0.00,0,,,1,0
Method,"org.apache.beam.sdk.schemas.Options.toBuilder",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Options.toString",,,,5,0.00,0,,,2,0
Public Class,"org.apache.beam.sdk.schemas.Schema",2,6,6,447,0.01,5,,3,204,2
Public Static Class,"org.apache.beam.sdk.schemas.Schema.Builder",1,2,4,162,0.01,1,,0,70,1
Public Constructor,"org.apache.beam.sdk.schemas.Schema.Builder.Builder",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addArrayField",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addBooleanField",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addByteArrayField",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addByteField",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addDateTimeField",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addDecimalField",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addDoubleField",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addField",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addField",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addField",,,,8,0.00,0,,,5,1
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addFields",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addFields",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addFloatField",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addInt16Field",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addInt32Field",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addInt64Field",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addIterableField",,,,4,0.00,0,,,2,0
Public Generic Method,"org.apache.beam.sdk.schemas.Schema.Builder.addLogicalTypeField",,,,5,0.00,0,,,2,0
Generic Parameter,"org.apache.beam.sdk.schemas.Schema.Builder.addLogicalTypeField.BaseT",0,0,0,,,,,0,,0
Generic Parameter,"org.apache.beam.sdk.schemas.Schema.Builder.addLogicalTypeField.InputT",0,0,0,,,,,0,,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addMapField",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addNullableArrayField",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addNullableBooleanField",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addNullableByteArrayField",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addNullableByteField",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addNullableDateTimeField",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addNullableDecimalField",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addNullableDoubleField",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addNullableField",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addNullableFloatField",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addNullableInt16Field",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addNullableInt32Field",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addNullableInt64Field",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addNullableIterableField",,,,3,0.00,0,,,1,0
Public Generic Method,"org.apache.beam.sdk.schemas.Schema.Builder.addNullableLogicalTypeField",,,,4,0.00,0,,,1,0
Generic Parameter,"org.apache.beam.sdk.schemas.Schema.Builder.addNullableLogicalTypeField.BaseT",0,0,0,,,,,0,,0
Generic Parameter,"org.apache.beam.sdk.schemas.Schema.Builder.addNullableLogicalTypeField.InputT",0,0,0,,,,,0,,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addNullableMapField",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addNullableRowField",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addNullableStringField",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addRowField",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.addStringField",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.build",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.getLastFieldId",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.setOptions",,,,4,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.schemas.Schema.Builder.setOptions",,,,4,0.00,0,,,2,0
Static Class,"org.apache.beam.sdk.schemas.Schema.ByteArrayWrapper",1,2,4,24,0.00,0,,1,7,1
Private Constructor,"org.apache.beam.sdk.schemas.Schema.ByteArrayWrapper.ByteArrayWrapper",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.ByteArrayWrapper.equals",,,,7,0.00,0,,,3,1
Public Method,"org.apache.beam.sdk.schemas.Schema.ByteArrayWrapper.hashCode",,,,4,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.ByteArrayWrapper.toString",,,,4,0.00,0,,,1,0
Static Method,"org.apache.beam.sdk.schemas.Schema.ByteArrayWrapper.wrap",,,,3,0.00,0,,,1,0
Public Enum Type,"org.apache.beam.sdk.schemas.Schema.EquivalenceNullablePolicy",0,0,0,5,0.00,0,,0,0,0
Public Implicit Method,"org.apache.beam.sdk.schemas.Schema.EquivalenceNullablePolicy.valueOf",,,,,0.00,,,,,
Public Implicit Method,"org.apache.beam.sdk.schemas.Schema.EquivalenceNullablePolicy.values",,,,,0.00,,,,,
Public Generic Interface,"org.apache.beam.sdk.schemas.Schema.LogicalType",0,0,0,8,0.00,0,,0,0,0
Generic Parameter,"org.apache.beam.sdk.schemas.Schema.LogicalType.BaseT",0,0,0,,,,,0,,0
Generic Parameter,"org.apache.beam.sdk.schemas.Schema.LogicalType.InputT",0,0,0,,,,,0,,0
Abstract Method,"org.apache.beam.sdk.schemas.Schema.LogicalType.getArgumentType",,,,2,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.schemas.Schema.LogicalType.getIdentifier",,,,1,0.00,0,,,0,0
Public Constructor,"org.apache.beam.sdk.schemas.Schema.Schema",,,,3,0.00,0,,,1,0
Public Constructor,"org.apache.beam.sdk.schemas.Schema.Schema",,,,16,0.00,0,,,13,1
Public Enum Type,"org.apache.beam.sdk.schemas.Schema.TypeName",2,10,4,79,0.00,0,,0,36,1
Public Method,"org.apache.beam.sdk.schemas.Schema.TypeName.isCollectionType",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.TypeName.isCompositeType",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.TypeName.isDateType",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.TypeName.isLogicalType",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.TypeName.isMapType",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.TypeName.isNumericType",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.TypeName.isPrimitiveType",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.TypeName.isStringType",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.TypeName.isSubtypeOf",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.TypeName.isSupertypeOf",,,,26,0.00,0,,,21,1
Public Implicit Method,"org.apache.beam.sdk.schemas.Schema.TypeName.valueOf",,,,,0.00,,,,,
Public Implicit Method,"org.apache.beam.sdk.schemas.Schema.TypeName.values",,,,,0.00,,,,,
Private Static Method,"org.apache.beam.sdk.schemas.Schema.areUuidsEqual",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.assignableTo",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.assignableToIgnoreNullable",,,,3,0.00,0,,,1,0
Public Static Method,"org.apache.beam.sdk.schemas.Schema.builder",,,,3,0.00,0,,,1,0
Private Method,"org.apache.beam.sdk.schemas.Schema.collectFields",,,,5,0.00,0,,,3,0
Public Method,"org.apache.beam.sdk.schemas.Schema.equals",,,,19,0.00,0,,,12,1
Public Method,"org.apache.beam.sdk.schemas.Schema.equivalent",,,,3,0.00,0,,,1,0
Private Method,"org.apache.beam.sdk.schemas.Schema.equivalent",,,,15,0.00,0,,,10,2
Method,"org.apache.beam.sdk.schemas.Schema.getBaseType",,,,1,0.00,0,,,0,0
Public Method,"org.apache.beam.sdk.schemas.Schema.getEncodingPositions",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.getFields",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.getUUID",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.hashCode",,,,4,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.isEncodingPositionsOverridden",,,,3,0.33,1,,,1,0
Public Static Method,"org.apache.beam.sdk.schemas.Schema.of",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.setEncodingPositions",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.setUUID",,,,3,0.00,0,,,1,0
Private Method,"org.apache.beam.sdk.schemas.Schema.sortFields",,,,13,0.00,0,,,10,1
Lambda Method,"org.apache.beam.sdk.schemas.Schema.sortFields.(lambda_expr_1)",,,,9,0.00,0,,,7,0
Public Method,"org.apache.beam.sdk.schemas.Schema.sorted",,,,3,0.33,1,,,1,0
Method,"org.apache.beam.sdk.schemas.Schema.toBaseType",,,,2,0.00,0,,,0,0
Method,"org.apache.beam.sdk.schemas.Schema.toInputType",,,,2,0.00,0,,,0,0
Public Method,"org.apache.beam.sdk.schemas.Schema.toString",,,,18,0.00,0,,,14,1
Public Method,"org.apache.beam.sdk.schemas.Schema.typesEqual",,,,17,0.00,0,,,10,2
Public Method,"org.apache.beam.sdk.schemas.Schema.withOptions",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.Schema.withOptions",,,,3,0.00,0,,,1,0
Public Class,"org.apache.beam.sdk.schemas.SchemaTest",1,1,13,432,0.03,13,,0,300,0
Static Class,"org.apache.beam.sdk.schemas.SchemaTest.TestType",1,1,3,5,0.00,0,,0,1,0
Constructor,"org.apache.beam.sdk.schemas.SchemaTest.TestType.TestType",,,,3,0.00,0,,,1,0
Private Method,"org.apache.beam.sdk.schemas.SchemaTest.assertField",,,,5,0.20,1,,,3,0
Private Method,"org.apache.beam.sdk.schemas.SchemaTest.assertSchemasAreNotEquivalent",,,,5,0.20,1,,,3,0
Private Method,"org.apache.beam.sdk.schemas.SchemaTest.createSchemaAndValidateField",,,,6,0.00,0,,,4,0
Private Method,"org.apache.beam.sdk.schemas.SchemaTest.createSchemaAndValidateIterable",,,,6,0.17,1,,,4,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testArrayNotEquivalent",,,,7,0.00,0,,,4,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testArrayOfRowSchema",,,,6,0.00,0,,,3,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testArraySchema",,,,5,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testCollector",,,,13,0.00,0,,,9,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testCreate",,,,27,0.37,10,,,23,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testEquivalent",,,,25,0.00,0,,,18,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testFieldTypeToString",,,,18,0.00,0,,,15,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testFieldsWithDifferentMetadataAreEquivalent",,,,13,0.00,0,,,10,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testIllegalIndexOf",,,,7,0.00,0,,,4,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testIllegalNameOf",,,,7,0.00,0,,,4,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testIterableOfRowSchema",,,,6,0.00,0,,,3,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testIterableSchema",,,,8,0.00,0,,,5,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testLogicalType",,,,19,0.00,0,,,11,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testMapNotEquivalent",,,,13,0.00,0,,,8,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testNestedArraySchema",,,,5,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testNestedArraysNotEquivalent",,,,9,0.00,0,,,6,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testNestedIterableSchema",,,,5,0.00,0,,,2,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testNestedMapsNotEquivalent",,,,11,0.00,0,,,6,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testNestedNotEquivalent",,,,9,0.00,0,,,6,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testNestedSchema",,,,8,0.00,0,,,5,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testNestedSorted",,,,31,0.00,0,,,24,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testPrimitiveNotEquivalent",,,,11,0.00,0,,,8,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testSorted",,,,33,0.00,0,,,27,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testSortedMethodIncludesAllSchemaFields",,,,26,0.00,0,,,21,0
Lambda Method,"org.apache.beam.sdk.schemas.SchemaTest.testSortedMethodIncludesAllSchemaFields.(lambda_expr_1)",,,,1,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testToCamelCase",,,,30,0.00,0,,,23,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testToSnakeCase",,,,29,0.00,0,,,22,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testTypesEquality",,,,10,0.00,0,,,7,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testWrongIndex",,,,6,0.00,0,,,3,0
Public Method,"org.apache.beam.sdk.schemas.SchemaTest.testWrongName",,,,6,0.00,0,,,3,0
Package,"org.apache.beam.sdk.testing",1,3,5,165,0.03,5,5,7,67,2
Public Class,"org.apache.beam.sdk.testing.ExpectedLogs",1,3,5,148,0.03,5,,7,67,2
Private Constructor,"org.apache.beam.sdk.testing.ExpectedLogs.ExpectedLogs",,,,5,0.00,0,,,3,0
Public Static Class,"org.apache.beam.sdk.testing.ExpectedLogs.LogSaver",1,1,3,18,0.06,1,,0,4,0
Private Method,"org.apache.beam.sdk.testing.ExpectedLogs.LogSaver.clearLogs",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.testing.ExpectedLogs.LogSaver.close",,,,2,0.00,0,,,0,0
Public Method,"org.apache.beam.sdk.testing.ExpectedLogs.LogSaver.flush",,,,2,0.00,0,,,0,0
Private Method,"org.apache.beam.sdk.testing.ExpectedLogs.LogSaver.getLogs",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.testing.ExpectedLogs.LogSaver.publish",,,,4,0.00,0,,,1,0
Protected Method,"org.apache.beam.sdk.testing.ExpectedLogs.after",,,,6,0.17,1,,,3,0
Protected Method,"org.apache.beam.sdk.testing.ExpectedLogs.before",,,,6,0.00,0,,,3,0
Public Static Method,"org.apache.beam.sdk.testing.ExpectedLogs.matcher",,,,12,0.00,0,,,8,0
Public Static Method,"org.apache.beam.sdk.testing.ExpectedLogs.matcher",,,,12,0.00,0,,,8,0
Public Static Method,"org.apache.beam.sdk.testing.ExpectedLogs.matcher",,,,16,0.00,0,,,12,0
Anonymous Class,"org.apache.beam.sdk.testing.ExpectedLogs.matcher.(Anon_1)",1,1,4,9,0.00,0,,0,7,0
Public Method,"org.apache.beam.sdk.testing.ExpectedLogs.matcher.(Anon_1).describeTo",,,,4,0.00,0,,,3,0
Protected Method,"org.apache.beam.sdk.testing.ExpectedLogs.matcher.(Anon_1).matchesSafely",,,,4,0.00,0,,,3,0
Anonymous Class,"org.apache.beam.sdk.testing.ExpectedLogs.matcher.(Anon_2)",1,1,4,9,0.00,0,,0,7,0
Public Method,"org.apache.beam.sdk.testing.ExpectedLogs.matcher.(Anon_2).describeTo",,,,4,0.00,0,,,3,0
Protected Method,"org.apache.beam.sdk.testing.ExpectedLogs.matcher.(Anon_2).matchesSafely",,,,4,0.00,0,,,3,0
Anonymous Class,"org.apache.beam.sdk.testing.ExpectedLogs.matcher.(Anon_3)",1,1,6,13,0.00,0,,0,11,0
Public Method,"org.apache.beam.sdk.testing.ExpectedLogs.matcher.(Anon_3).describeTo",,,,4,0.00,0,,,3,0
Protected Method,"org.apache.beam.sdk.testing.ExpectedLogs.matcher.(Anon_3).matchesSafely",,,,8,0.00,0,,,7,0
Public Static Method,"org.apache.beam.sdk.testing.ExpectedLogs.none",,,,3,0.00,0,,,1,0
Public Static Method,"org.apache.beam.sdk.testing.ExpectedLogs.none",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.testing.ExpectedLogs.verify",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.testing.ExpectedLogs.verify",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.testing.ExpectedLogs.verifyDebug",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.testing.ExpectedLogs.verifyDebug",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.testing.ExpectedLogs.verifyError",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.testing.ExpectedLogs.verifyError",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.testing.ExpectedLogs.verifyInfo",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.testing.ExpectedLogs.verifyInfo",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.testing.ExpectedLogs.verifyLogRecords",,,,5,0.00,0,,,2,1
Public Static Method,"org.apache.beam.sdk.testing.ExpectedLogs.verifyLogged",,,,8,0.00,0,,,4,2
Public Method,"org.apache.beam.sdk.testing.ExpectedLogs.verifyNoError",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.testing.ExpectedLogs.verifyNotLogged",,,,3,0.00,0,,,1,0
Public Static Method,"org.apache.beam.sdk.testing.ExpectedLogs.verifyNotLogged",,,,7,0.00,0,,,3,2
Public Method,"org.apache.beam.sdk.testing.ExpectedLogs.verifyTrace",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.testing.ExpectedLogs.verifyTrace",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.testing.ExpectedLogs.verifyWarn",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.testing.ExpectedLogs.verifyWarn",,,,3,0.00,0,,,1,0
Package,"org.apache.beam.sdk.transforms",1,5,8,3129,0.01,25,81,45,1428,4
Public Static Abstract Generic Class,"org.apache.beam.sdk.transforms.AccumulatingCombineFn",1,2,6,28,0.00,0,,0,7,1
Generic Parameter,"org.apache.beam.sdk.transforms.AccumulatingCombineFn.AccumT",0,0,0,,,,,0,,0
Public Generic Interface,"org.apache.beam.sdk.transforms.AccumulatingCombineFn.Accumulator",0,0,0,5,0.00,0,,0,0,0
Generic Parameter,"org.apache.beam.sdk.transforms.AccumulatingCombineFn.Accumulator.AccumT",0,0,0,,,,,0,,0
Generic Parameter,"org.apache.beam.sdk.transforms.AccumulatingCombineFn.Accumulator.InputT",0,0,0,,,,,0,,0
Generic Parameter,"org.apache.beam.sdk.transforms.AccumulatingCombineFn.Accumulator.OutputT",0,0,0,,,,,0,,0
Abstract Method,"org.apache.beam.sdk.transforms.AccumulatingCombineFn.Accumulator.addInput",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.transforms.AccumulatingCombineFn.Accumulator.extractOutput",,,,1,0.00,0,,,0,0
Abstract Method,"org.apache.beam.sdk.transforms.AccumulatingCombineFn.Accumulator.mergeAccumulator",,,,1,0.00,0,,,0,0
Generic Parameter,"org.apache.beam.sdk.transforms.AccumulatingCombineFn.InputT",0,0,0,,,,,0,,0
Generic Parameter,"org.apache.beam.sdk.transforms.AccumulatingCombineFn.OutputT",0,0,0,,,,,0,,0
Public Final Method,"org.apache.beam.sdk.transforms.AccumulatingCombineFn.addInput",,,,5,0.00,0,,,2,0
Public Final Method,"org.apache.beam.sdk.transforms.AccumulatingCombineFn.extractOutput",,,,4,0.00,0,,,1,0
Public Final Method,"org.apache.beam.sdk.transforms.AccumulatingCombineFn.mergeAccumulators",,,,8,0.00,0,,,4,1
Public Class,"org.apache.beam.sdk.transforms.ApproximateQuantiles",1,1,4,376,0.01,2,,4,193,0
Private Constructor,"org.apache.beam.sdk.transforms.ApproximateQuantiles.ApproximateQuantiles",,,,2,0.00,0,,,0,0
Public Static Generic Class,"org.apache.beam.sdk.transforms.ApproximateQuantiles.ApproximateQuantilesCombineFn",1,2,6,70,0.00,0,,3,26,1
Private Constructor,"org.apache.beam.sdk.transforms.ApproximateQuantiles.ApproximateQuantilesCombineFn.ApproximateQuantilesCombineFn",,,,15,0.00,0,,,8,0
Generic Parameter,"org.apache.beam.sdk.transforms.ApproximateQuantiles.ApproximateQuantilesCombineFn.ComparatorT",0,0,0,,,,,0,,0
Generic Parameter,"org.apache.beam.sdk.transforms.ApproximateQuantiles.ApproximateQuantilesCombineFn.T",0,0,0,,,,,0,,0
Public Static Generic Method,"org.apache.beam.sdk.transforms.ApproximateQuantiles.ApproximateQuantilesCombineFn.create",,,,5,0.00,0,,,1,0
Public Static Generic Method,"org.apache.beam.sdk.transforms.ApproximateQuantiles.ApproximateQuantilesCombineFn.create",,,,4,0.00,0,,,1,0
Public Static Generic Method,"org.apache.beam.sdk.transforms.ApproximateQuantiles.ApproximateQuantilesCombineFn.create",,,,11,0.00,0,,,6,1
Generic Parameter,"org.apache.beam.sdk.transforms.ApproximateQuantiles.ApproximateQuantilesCombineFn.create.ComparatorT",0,0,0,,,,,0,,0
Generic Parameter,"org.apache.beam.sdk.transforms.ApproximateQuantiles.ApproximateQuantilesCombineFn.create.ComparatorT",0,0,0,,,,,0,,0
Generic Parameter,"org.apache.beam.sdk.transforms.ApproximateQuantiles.ApproximateQuantilesCombineFn.create.T",0,0,0,,,,,0,,0
Generic Parameter,"org.apache.beam.sdk.transforms.ApproximateQuantiles.ApproximateQuantilesCombineFn.create.T",0,0,0,,,,,0,,0
Generic Parameter,"org.apache.beam.sdk.transforms.ApproximateQuantiles.ApproximateQuantilesCombineFn.create.T",0,0,0,,,,,0,,0
Public Method,"org.apache.beam.sdk.transforms.ApproximateQuantiles.ApproximateQuantilesCombineFn.createAccumulator",,,,4,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.transforms.ApproximateQuantiles.ApproximateQuantilesCombineFn.getAccumulatorCoder",,,,5,0.00,0,,,1,0
Method,"org.apache.beam.sdk.transforms.ApproximateQuantiles.ApproximateQuantilesCombineFn.getBufferSize",,,,3,0.00,0,,,1,0
Method,"org.apache.beam.sdk.transforms.ApproximateQuantiles.ApproximateQuantilesCombineFn.getNumBuffers",,,,3,0.00,0,,,1,0
Public Method,"org.apache.beam.sdk.transforms.ApproximateQuantiles.ApproximateQuantilesCombineFn.populateDisplayData",,,,7,0.00,0,,,4,0
Public Method,"org.apache.beam.sdk.transforms.ApproximateQuantiles.ApproximateQuantilesCombineFn.withEpsilon",,,,3,0.00,0,,,1,0
Private Static Generic Class,"org.apache.beam.sdk.transforms.ApproximateQuantiles.QuantileBuffer",1,1,8,37,0.00,0,,0,21,0
Public Constructor,"org.apache.beam.sdk.transforms.ApproximateQuantiles.QuantileBuffer.QuantileBuffer",,,,3,0.00,0,,,1,0
Public Constructor,"org.apache.beam.sdk.transforms.ApproximateQuantiles.QuantileBuffer.QuantileBuffer",,,,5,0.00,0,,,3,0
Generic Parameter,"org.apache.beam.sdk.transforms.ApproximateQuantiles.QuantileBuffer.T",0,0,0,,,,,0,,0
Public Method,"org.apache.beam.sdk.transforms.ApproximateQuantiles.QuantileBuffer.sizedIterator",,,,13,0.00,0,,,9,0
Anonymous Class,"org.apache.beam.sdk.transforms.ApproximateQuantiles.QuantileBuffer.sizedIterator.(Anon_1)",1,1,4,10,0.00,0,,0,8,0
